county,l_ren
 County,0.0
Alameda County,1415.1497805359818
Alpine County,22.9673375
Amador County,40.062545227220234
Butte County,172.03430766
Calaveras County,12.04505386
Clark County,0.0
Colusa County,35.47815699
Contra Costa County,1044.6706490566974
El Dorado County,71.8098750562928
Esmeralda County,5.27267212
Fresno County,657.2989020681565
Glenn County,44.01016236168523
Humboldt County,78.93822719624973
Imperial County,96.13832549052346
Inyo County,109.11386513804155
Josephine County,0.0
Kern County,817.3488262281131
Kings County,149.33636297554725
Klamath County,0.0
La Paz County,0.0
Lake County,56.856465936256875
Lassen County,55.46836039747764
Los Angeles County,7013.293126735288
Madera County,96.76950745
Maricopa County,0.0
Marin County,228.37433533
Mariposa County,10.99092106
Mendocino County,68.47468671743451
Merced County,171.18204552258987
Modoc County,20.095456684
Mono County,4.8553705546088795
Monterey County,263.88161096593683
Municipio de Mexicali County,6.082695637907165
Municipio de Tijuana County,21.131870666513553
Napa County,127.95794915
Nevada County,29.10789609
Orange County,2067.56280346694
Placer County,285.841939742
Plumas County,30.812169953
Riverside County,1033.2090962381642
Sacramento County,835.780041187139
San Benito County,4.867165061672834
San Bernardino County,1349.8337523819637
San Diego County,2295.1768552028034
San Francisco County,522.65061793
San Joaquin County,814.0258400940062
San Luis Obispo County,157.82415144234128
San Mateo County,664.743012419
Santa Barbara County,269.99273661607316
Santa Clara County,1795.6292773248254
Santa Cruz County,205.36171201
Shasta County,90.9166644106594
Sierra County,12.16051901
Siskiyou County,65.62379717942261
Solano County,384.64334982878256
Sonoma County,338.54894088402904
Stanislaus County,493.8762081548523
Sutter County,92.73480547
Tehama County,50.88195752531012
Trinity County,19.975834084736682
Tulare County,326.4882671124673
Tuolumne County,51.457640943
Ventura County,686.6147511613871
Yolo County,184.325609357
Yuba County,70.2208353
Yuma County,3.1279386156309745
