county,l_ren
 County,0.0
Alameda County,1432.0522168211003
Alpine County,23.0864894
Amador County,40.39280268
Butte County,172.92680263
Calaveras County,12.10754225
Clark County,0.0
Colusa County,35.66221377
Contra Costa County,1034.981314428604
El Dorado County,78.07550183282564
Esmeralda County,4.7951525577199625
Fresno County,641.762534200347
Glenn County,43.72313698793543
Humboldt County,78.71489150231974
Imperial County,84.8283712755029
Inyo County,105.08844874041372
Josephine County,0.0
Kern County,767.3677530268952
Kings County,143.45737816106654
Klamath County,0.0
La Paz County,0.0
Lake County,57.07588825237731
Lassen County,55.930982822720274
Los Angeles County,7194.22678613995
Madera County,97.27153715
Maricopa County,0.0
Marin County,229.55911607
Mariposa County,11.04794076
Mendocino County,68.06583225631664
Merced County,172.35212228313708
Modoc County,20.19970975
Mono County,5.713358983704574
Monterey County,261.44159957294113
Municipio de Mexicali County,6.8613457
Municipio de Tijuana County,19.529743631731804
Napa County,128.62178143
Nevada County,29.2589046
Orange County,2080.620329064815
Placer County,287.324856448
Plumas County,30.972020092
Riverside County,1076.4787967301863
Sacramento County,848.2696391843198
San Benito County,4.923769095567086
San Bernardino County,1339.2752249636576
San Diego County,2329.287132133622
San Francisco County,525.3620735
San Joaquin County,811.7154915907142
San Luis Obispo County,99.79809270595706
San Mateo County,668.1916270840001
Santa Barbara County,227.2741238301611
Santa Clara County,1800.7431555368667
Santa Cruz County,206.42710624
Shasta County,90.91900098441934
Sierra County,12.22360646
Siskiyou County,67.31083678
Solano County,366.0103860709673
Sonoma County,341.77723116239997
Stanislaus County,491.1318160066612
Sutter County,91.8051178817303
Tehama County,50.893785931952095
Trinity County,19.729356039273338
Tulare County,331.00747503057414
Tuolumne County,51.72459753
Ventura County,689.4013623425255
Yolo County,185.281870115
Yuba County,70.58513323
Yuma County,3.98522709
