county,l_ren
 County,0.0
Alameda County,1010.7829632056994
Alpine County,16.2814977
Amador County,28.486588318
Butte County,121.954761648
Calaveras County,8.538713510000001
Clark County,0.0
Colusa County,25.15039162
Contra Costa County,744.6662563896862
El Dorado County,51.47563929797087
Esmeralda County,3.2426932502269845
Fresno County,461.37526772453555
Glenn County,32.79673632412392
Humboldt County,55.38657110087226
Imperial County,60.5283367172992
Inyo County,72.46761823444352
Josephine County,0.0
Kern County,550.0268387013865
Kings County,106.891595069
Klamath County,0.0
La Paz County,0.0
Lake County,38.58596068337316
Lassen County,39.1557779600294
Los Angeles County,5092.762257016757
Madera County,68.59970201
Maricopa County,0.0
Marin County,161.894089881
Mariposa County,7.791441
Mendocino County,47.21983211881603
Merced County,119.56221855614525
Modoc County,14.245627329
Mono County,3.907189758080621
Monterey County,191.27513342622677
Municipio de Mexicali County,4.83889003
Municipio de Tijuana County,16.4541554
Napa County,85.85835737055375
Nevada County,20.634526765
Orange County,1465.5471602331756
Placer County,202.632754939
Plumas County,21.842683007
Riverside County,763.3332930405447
Sacramento County,582.1449655274135
San Benito County,3.42113914
San Bernardino County,959.2969648801728
San Diego County,1634.157135238496
San Francisco County,370.50593433
San Joaquin County,573.3067605612152
San Luis Obispo County,64.52079569866305
San Mateo County,471.234936072
Santa Barbara County,168.9608268924081
Santa Clara County,1280.8918020596768
Santa Cruz County,145.58048951
Shasta County,63.875290292176935
Sierra County,8.620566570000001
Siskiyou County,47.47024134
Solano County,269.01701890720466
Sonoma County,230.34583715581408
Stanislaus County,350.9404555364982
Sutter County,65.7395102
Tehama County,35.737808690751464
Trinity County,13.84079066538381
Tulare County,234.65395648634677
Tuolumne County,36.478214446
Ventura County,487.9874622535039
Yolo County,130.668040397
Yuba County,49.77940368
Yuma County,2.81053843
