county,l_ren
 County,-2.733185423829028
Alameda County,1248.0083661600972
Alpine County,20.9887866
Amador County,36.72259996
Butte County,157.08683050252307
Calaveras County,11.00741719
Clark County,0.0
Colusa County,5.299257626985576
Contra Costa County,803.583137191917
El Dorado County,49.853256671077204
Esmeralda County,4.81845103
Fresno County,432.65307370556866
Glenn County,21.163378878307448
Humboldt County,66.41949873711881
Imperial County,-285.50745154166543
Inyo County,88.3574026820453
Josephine County,0.0
Kern County,450.40282708363077
Kings County,91.13491791289326
Klamath County,0.0
La Paz County,-2.698488776113137
Lake County,42.13758021271995
Lassen County,49.70991798033739
Los Angeles County,5528.31448392508
Madera County,74.29827393111609
Maricopa County,0.0
Marin County,208.70073458
Mariposa County,10.04409405
Mendocino County,43.31760452792074
Merced County,125.14203381844106
Modoc County,18.364307793
Mono County,-3.341465743867831
Monterey County,109.02853082220435
Municipio de Mexicali County,4.961486805896742
Municipio de Tijuana County,17.393804578902223
Napa County,116.93484762
Nevada County,26.60035893
Orange County,1890.2299901242566
Placer County,261.217718746
Plumas County,28.157815974
Riverside County,860.5941167189762
Sacramento County,661.8798782431343
San Benito County,-12.688605882525946
San Bernardino County,935.6874038470959
San Diego County,1906.8805416409643
San Francisco County,477.62620958
San Joaquin County,620.8106801137063
San Luis Obispo County,57.56191506404304
San Mateo County,550.156293942017
Santa Barbara County,228.7256636292093
Santa Clara County,1430.177711167845
Santa Cruz County,138.17727322902223
Shasta County,69.46864903785591
Sierra County,11.11293549
Siskiyou County,61.19478644
Solano County,284.34069689327646
Sonoma County,270.8381680176566
Stanislaus County,402.0479285942406
Sutter County,78.19623948887504
Tehama County,44.710892772797436
Trinity County,14.592197606664
Tulare County,285.38702240417615
Tuolumne County,47.02475635
Ventura County,601.6356551704694
Yolo County,154.02448275180816
Yuba County,64.17157112
Yuma County,3.62311825
