county,l_ren
 County,0.0
Alameda County,1473.9363575089842
Alpine County,23.7371224
Amador County,41.53116895
Butte County,177.80029581
Calaveras County,12.44876193
Clark County,0.0
Colusa County,36.667260729999995
Contra Costa County,1079.9372036142402
El Dorado County,74.40931535486035
Esmeralda County,4.950794487087687
Fresno County,680.6515021320834
Glenn County,45.48307810409473
Humboldt County,81.22944280778894
Imperial County,95.76965012580975
Inyo County,108.71360353680438
Josephine County,0.0
Kern County,841.3669301407441
Kings County,153.88258538924944
Klamath County,0.0
La Paz County,0.0
Lake County,59.0676238309848
Lassen County,57.34653560490117
Los Angeles County,7256.068202297556
Madera County,100.0128829
Maricopa County,0.0
Marin County,236.02864429
Mariposa County,11.35929827
Mendocino County,71.10514245503781
Merced County,177.17057840615539
Modoc County,20.76898611
Mono County,5.871284350644839
Monterey County,272.9159942491014
Municipio de Mexicali County,6.291948682906062
Municipio de Tijuana County,21.791465116369974
Napa County,132.24665207
Nevada County,30.08349092
Orange County,2132.377577842422
Placer County,295.422361786
Plumas County,31.844886114
Riverside County,1123.3173960911763
Sacramento County,864.8286590055363
San Benito County,5.217680323993424
San Bernardino County,1395.352265807891
San Diego County,2372.2612041351795
San Francisco County,540.16804004
San Joaquin County,835.2902408396573
San Luis Obispo County,162.17029386087424
San Mateo County,687.02287285
Santa Barbara County,277.7535814643352
Santa Clara County,1854.861545226572
Santa Cruz County,212.24471838
Shasta County,93.41487573658644
Sierra County,12.56809708
Siskiyou County,69.20781803
Solano County,397.75969857170696
Sonoma County,350.69536501380105
Stanislaus County,511.3313242432821
Sutter County,95.84295168
Tehama County,52.40093503725489
Trinity County,20.472729479972134
Tulare County,341.21515365713213
Tuolumne County,53.182321002
Ventura County,709.6733523994961
Yolo County,190.50355896000002
Yuba County,72.57439208
Yuma County,3.0920594895562816
