county,l_ren
 County,0.0
Alameda County,1005.0567554481106
Alpine County,16.5613482
Amador County,28.908842934062243
Butte County,123.79189606176709
Calaveras County,8.685479050000001
Clark County,0.0
Colusa County,22.18899959899412
Contra Costa County,712.5194201458602
El Dorado County,46.62023756456125
Esmeralda County,3.80203229
Fresno County,318.05490961154857
Glenn County,31.068196015435422
Humboldt County,54.06194359692433
Imperial County,-252.17758663127708
Inyo County,68.16487228631914
Josephine County,0.0
Kern County,24.448816501292498
Kings County,108.2866987438692
Klamath County,-0.23014728153568542
La Paz County,-3.5949844709989027
Lake County,32.18237235199683
Lassen County,38.907541718488844
Los Angeles County,4992.028187357046
Madera County,69.77881104
Maricopa County,0.0
Marin County,164.00324262250385
Mariposa County,7.92536226
Mendocino County,35.49294872336314
Merced County,102.01466987173362
Modoc County,13.339748363321574
Mono County,-4.501193054207263
Monterey County,145.50878186542835
Municipio de Mexicali County,3.761645173710516
Municipio de Tijuana County,16.7369736
Napa County,71.3334292638977
Nevada County,20.989198186
Orange County,1482.5552452877291
Placer County,206.115657761
Plumas County,22.218120538
Riverside County,654.1683722234139
Sacramento County,501.8755363119812
San Benito County,-22.658068880351827
San Bernardino County,782.2498697000998
San Diego County,1558.8911012212204
San Francisco County,376.87428372
San Joaquin County,525.0145856666422
San Luis Obispo County,-147.07485462145024
San Mateo County,479.334641015
Santa Barbara County,-9.614902877560922
Santa Clara County,1208.7680463310728
Santa Cruz County,148.0827636
Shasta County,59.70047951537296
Sierra County,8.76873904
Siskiyou County,45.25407212280101
Solano County,257.9240015603441
Sonoma County,197.69931367134353
Stanislaus County,331.476562555603
Sutter County,66.60213869386341
Tehama County,36.06339985618721
Trinity County,12.918829389631334
Tulare County,230.98208104086459
Tuolumne County,37.105211215
Ventura County,485.2867019438404
Yolo County,131.96638436961283
Yuba County,50.63502461
Yuma County,2.85884667
