county,0
 County,
Alameda County,0.29185117721853976
Alpine County,0.0070797495809370925
Amador County,0.04599819724718115
Butte County,0.8244219891715204
Calaveras County,0.007993696969871757
Clark County,
Colusa County,1.2310353
Contra Costa County,0.6132573309938075
El Dorado County,0.7559458644677274
Esmeralda County,0.1579203
Fresno County,0.33186959780778547
Glenn County,1.2310353
Humboldt County,1.1578152412419287
Imperial County,0.1665881996842562
Inyo County,0.1579203
Josephine County,
Kern County,0.389530335517941
Kings County,0.009113517274475881
Klamath County,
La Paz County,0.1579203
Lake County,0.24478191993703496
Lassen County,0.3889857568705158
Los Angeles County,0.5867797233178822
Madera County,0.15932638968141147
Maricopa County,
Marin County,0.23501677084469336
Mariposa County,0.416668486775902
Mendocino County,0.19250940670081507
Merced County,0.3025277628165222
Modoc County,1.2310353
Mono County,0.1579203
Monterey County,0.6527816571641477
Municipio de Mexicali County,0.15792029999999999
Municipio de Tijuana County,0.3832226091958198
Napa County,0.5307219620273079
Nevada County,0.49539200873078665
Orange County,0.6032330972860453
Placer County,0.7261965411011605
Plumas County,0.4721237884244428
Riverside County,0.877460866330497
Sacramento County,1.1284817759212655
San Benito County,1.0700118185175738
San Bernardino County,0.8001334246002684
San Diego County,0.6383027673579967
San Francisco County,0.07765776803435999
San Joaquin County,0.3515073651676361
San Luis Obispo County,0.0011255988850950032
San Mateo County,0.05616538954203474
Santa Barbara County,0.367595983080196
Santa Clara County,0.6878231230187642
Santa Cruz County,0.12806805120825207
Shasta County,1.1645813709503887
Sierra County,0.5646873269718478
Siskiyou County,1.2310353
Solano County,0.7539916775045482
Sonoma County,0.16528177197724575
Stanislaus County,0.9919669042039732
Sutter County,0.6988735555846819
Tehama County,1.2310352999999998
Trinity County,1.1650780702523607
Tulare County,0.2423998482808823
Tuolumne County,0.4482234577275442
Ventura County,0.7326454091397978
Yolo County,0.6692697372416531
Yuba County,0.6830775385935943
Yuma County,0.1579203
