Renewables 09/10/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Solar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,90,209,378,584,839,1129,1452,1799,2159,2556,3009,3444,3932,4401,4868,5328,5779,6235,6685,7081,7469,7817,8101,8410,8610,8785,8915,9044,9225,9369,9480,9538,9637,9748,9925,10047,10082,10191,10113,10237,10330,10332,10326,10167,10198,10219,10531,10755,10754,10714,10771,10721,10768,10770,10798,10815,10725,10678,10826,10954,10861,10867,10893,10988,11024,11042,11014,11059,11056,11018,11020,11017,10964,10968,10961,10976,10899,10958,10887,10863,10860,11022,10987,11008,10946,10956,10934,10796,10412,10344,10674,10855,10862,10888,10753,10722,10723,10557,10387,10347,10663,10699,10612,10572,10570,10538,10443,10355,10315,10367,10216,10082,10036,9905,9643,9277,9265,9321,9329,9147,8978,8827,8648,8432,8196,7920,7594,7321,7019,6706,6316,5889,5453,5001,4548,4051,3477,3068,2620,2188,1793,1432,1124,858,616,445,276,189,84,38,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wind,4497,4443,4383,4337,4294,4237,4223,4230,4249,4249,4228,4230,4244,4263,4260,4280,4288,4253,4199,4177,4144,4132,4119,4127,4133,4132,4129,4140,4171,4184,4230,4244,4261,4277,4248,4221,4186,4182,4186,4160,4123,4053,4006,3955,3902,3862,3842,3826,3853,3897,3918,3955,3983,3972,3987,3942,3886,3843,3753,3670,3628,3611,3572,3561,3551,3507,3492,3478,3427,3389,3332,3285,3235,3216,3146,3126,3098,3061,2993,2939,2827,2790,2737,2691,2665,2659,2673,2746,2775,2785,2796,2786,2804,2788,2773,2765,2753,2771,2769,2778,2798,2801,2827,2898,2990,3102,3170,3172,3130,3122,3104,3097,3080,3109,3126,3112,3100,3068,3019,2968,2929,2879,2813,2722,2603,2538,2485,2410,2275,2133,2061,2002,2001,2011,2066,2158,2212,2251,2315,2399,2460,2549,2610,2664,2675,2692,2668,2645,2692,2752,2806,2842,2891,2958,3010,3084,3166,3220,3318,3371,3425,3499,3509,3492,3495,3543,3654,3733,3821,3840,3880,3903,3943,4000,4042,4055,4074,4102,4122,4111,4074,4100,4072,4073,4106,4147,4153,4154,4162,4164,4221,4217,4230,4244,4248,4204,4115,4120,4075,4019,3991,3990,4009,4052,4075,4053,4013,4039,4101,4192,4245,4278,4319,4378,4448,4498,4483,4452,4457,4424,4403,4357,4337,4300,4239,4191,4113,4051,4022,3984,3903,3844,3799,3790,3778,3732,3711,3721,3754,3781,3821,3850,3889,3847,3809,3824,3809,3760,3739,3670,3609,3575,3523,3502,3503,3515,3543,3562,3600,3591,3563,3588,3595,3570,3558,3558,3552,3530,3539,3524,3536,3521,3485,3466,3486,3493,3525,3587,3640,3673,3694,3694,3637,3587,3530,3514,3528,3557
S+W,4497,4443,4383,4337,4294,4237,4223,4230,4249,4249,4228,4230,4244,4263,4260,4280,4288,4253,4199,4177,4144,4132,4119,4127,4133,4132,4129,4140,4171,4184,4230,4244,4261,4277,4248,4221,4186,4182,4186,4160,4123,4053,4006,3955,3902,3862,3842,3826,3853,3897,3918,3955,3983,3972,3987,3942,3886,3843,3753,3670,3628,3611,3572,3561,3551,3507,3492,3478,3427,3389,3332,3285,3235,3216,3146,3126,3098,3061,2993,2939,2849,2880,2946,3069,3249,3498,3802,4198,4574,4944,5352,5795,6248,6720,7174,7633,8081,8550,9004,9463,9879,10270,10644,10999,11400,11712,11955,12087,12174,12347,12473,12577,12618,12746,12874,13037,13147,13150,13210,13081,13166,13209,13145,13048,12770,12736,12704,12941,13030,12887,12775,12773,12722,12779,12836,12956,13027,12976,12993,13225,13414,13410,13477,13557,13663,13716,13710,13659,13751,13808,13824,13862,13908,13922,13978,14045,14142,14119,14276,14258,14288,14359,14531,14479,14503,14489,14610,14667,14617,14252,14224,14577,14798,14862,14930,14808,14796,14825,14679,14498,14421,14763,14771,14685,14678,14717,14691,14597,14517,14479,14588,14433,14312,14280,14153,13847,13392,13385,13396,13348,13138,12968,12836,12700,12507,12249,11933,11633,11422,11211,10951,10594,10208,9831,9449,9046,8534,7929,7525,7044,6591,6150,5769,5424,5097,4807,4558,4327,4211,4068,3941,3864,3819,3790,3778,3732,3711,3721,3754,3781,3821,3850,3889,3847,3809,3824,3809,3760,3739,3670,3609,3575,3523,3502,3503,3515,3543,3562,3600,3591,3563,3588,3595,3570,3558,3558,3552,3530,3539,3524,3536,3521,3485,3466,3486,3493,3525,3587,3640,3673,3694,3694,3637,3587,3530,3514,3528,3557
