Renewables 12/01/2019undefined,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,23:55
Solar,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-42,-42,-41,-41,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-43,-45,-44,-43,-43,-44,-44,-43,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-45,-43,-42,-40,-33,-12,26,86,169,256,359,463,601,810,993,1178,1339,1438,1647,1840,1928,2026,2157,2237,2330,2490,2552,2683,2701,2758,2885,3020,3129,3220,3342,3380,3549,3758,3721,3796,3939,3990,3970,4068,4276,4323,4172,4162,4167,4060,4029,4005,3955,3937,3907,3882,3839,3953,4077,4147,4086,4091,4080,4228,4363,4394,4332,4379,4518,4402,4268,4335,4384,4419,4485,4570,4512,4496,4500,4555,4579,4658,4631,4513,4369,4278,4245,4176,4004,3991,3917,3915,3850,3839,3797,3821,3674,3722,3758,3748,3816,3841,3688,3493,3397,3361,3131,2957,2818,2643,2425,2227,2043,1802,1641,1498,1295,1059,835,676,511,350,230,148,86,44,22,-4,-35,-50,-47,-46,-46,-45,-45,-46,-47,-48,-47,-47,-47,-47,-47,-47,-47,-47,-47,-47,-48,-47,-48,-48,-47,-48,-47,-47,-48,-47,-48,-48,-48,-47,-47,-48,-48,-47,-47,-46,-46,-46,-46,-46,-46,-46,-47,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-49,-49,-48,-48,-48,-49,-49,-48,-49,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48,-48
Wind,1476,1465,1452,1451,1421,1402,1380,1380,1382,1391,1396,1388,1397,1409,1400,1386,1398,1408,1403,1393,1388,1369,1366,1372,1382,1406,1406,1392,1388,1394,1381,1368,1365,1363,1366,1367,1372,1367,1373,1370,1364,1358,1359,1357,1355,1362,1374,1380,1377,1382,1388,1392,1391,1403,1412,1415,1410,1391,1381,1387,1390,1388,1389,1380,1380,1386,1388,1388,1386,1388,1396,1399,1407,1415,1450,1454,1462,1455,1446,1461,1468,1483,1498,1511,1520,1528,1529,1521,1530,1531,1552,1560,1563,1550,1548,1551,1545,1547,1528,1511,1495,1493,1496,1496,1494,1507,1497,1489,1486,1454,1441,1449,1436,1438,1434,1428,1424,1410,1413,1403,1403,1428,1425,1420,1396,1362,1326,1311,1282,1241,1217,1211,1178,1173,1165,1148,1136,1146,1173,1211,1244,1295,1317,1313,1312,1316,1350,1408,1451,1454,1470,1500,1513,1522,1516,1523,1536,1513,1494,1487,1475,1466,1445,1431,1422,1420,1418,1421,1415,1416,1401,1395,1397,1390,1375,1358,1360,1361,1369,1367,1359,1371,1375,1364,1352,1327,1312,1301,1293,1292,1308,1305,1310,1317,1338,1337,1325,1295,1279,1275,1266,1276,1290,1295,1298,1307,1324,1336,1338,1330,1324,1316,1321,1310,1294,1295,1312,1313,1307,1322,1329,1326,1323,1319,1320,1327,1337,1357,1357,1323,1275,1268,1262,1247,1236,1244,1232,1213,1188,1187,1173,1163,1174,1204,1234,1246,1249,1260,1275,1288,1322,1327,1335,1357,1396,1441,1422,1408,1405,1404,1389,1384,1351,1321,1316,1313,1322,1334,1336,1338,1335,1336,1339,1338,1351,1349,1340,1311,1275,1241,1239,1239,1242,1259,1244,1246,1276,1300
S+W,1435,1424,1411,1410,1380,1361,1339,1339,1341,1350,1355,1347,1356,1368,1359,1345,1357,1367,1362,1352,1347,1328,1324,1330,1341,1365,1364,1350,1346,1352,1339,1326,1323,1321,1324,1325,1329,1322,1329,1327,1321,1314,1315,1314,1311,1318,1330,1336,1333,1338,1344,1348,1347,1359,1368,1371,1366,1347,1337,1343,1346,1344,1344,1335,1335,1341,1343,1343,1341,1343,1351,1354,1362,1370,1405,1411,1420,1415,1413,1449,1494,1569,1667,1767,1879,1991,2130,2331,2523,2709,2891,2998,3210,3390,3476,3577,3702,3784,3858,4001,4047,4176,4197,4254,4379,4527,4626,4709,4828,4834,4990,5207,5157,5234,5373,5418,5394,5478,5689,5726,5575,5590,5592,5480,5425,5367,5281,5248,5189,5123,5056,5164,5255,5320,5251,5239,5216,5374,5536,5605,5576,5674,5835,5715,5580,5651,5734,5827,5936,6024,5982,5996,6013,6077,6095,6181,6167,6026,5863,5765,5720,5642,5449,5422,5339,5335,5268,5260,5212,5237,5075,5117,5155,5138,5191,5199,5048,4854,4766,4728,4490,4328,4193,4007,3777,3554,3355,3103,2934,2790,2603,2364,2145,1993,1849,1687,1555,1443,1365,1319,1288,1272,1255,1245,1251,1261,1278,1291,1293,1284,1277,1268,1274,1263,1247,1248,1265,1266,1260,1275,1282,1279,1275,1272,1272,1279,1290,1309,1310,1276,1227,1221,1214,1199,1188,1197,1185,1165,1140,1140,1126,1117,1128,1158,1188,1200,1203,1214,1228,1240,1274,1279,1287,1309,1348,1393,1374,1360,1357,1356,1341,1336,1303,1273,1268,1264,1273,1286,1288,1290,1286,1287,1291,1289,1303,1301,1292,1263,1227,1193,1191,1191,1194,1211,1196,1198,1228,1252
